item,year,gsdp,state
"Real estate, ownership of dwelling & professional services",2014-15,3740641,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,4081952,Andhra_Pradesh
Public administration,2011-12,1358743,Andhra_Pradesh
Public administration,2012-13,1477676,Andhra_Pradesh
Public administration,2013-14,1576835,Andhra_Pradesh
Public administration,2014-15,2078171,Andhra_Pradesh
Public administration,2015-16,2129474,Andhra_Pradesh
Other services,2011-12,2219262,Andhra_Pradesh
Other services,2012-13,2804281,Andhra_Pradesh
Other services,2013-14,3404578,Andhra_Pradesh
Other services,2014-15,4587589,Andhra_Pradesh
Other services,2015-16,4845291,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,2685950,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,3180908,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,3589934,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,3948847,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,4341869,Andhra_Pradesh
"Agriculture, forestry and fishing",2016-17,4852218,Andhra_Pradesh
Crops,2011-12,1798258,Andhra_Pradesh
Crops,2012-13,2140927,Andhra_Pradesh
Crops,2013-14,2395705,Andhra_Pradesh
Crops,2014-15,2613371,Andhra_Pradesh
Crops,2015-16,2829924,Andhra_Pradesh
Crops,2016-17,3132527,Andhra_Pradesh
Livestock,2011-12,226704,Andhra_Pradesh
Livestock,2012-13,255035,Andhra_Pradesh
Livestock,2013-14,310931,Andhra_Pradesh
Livestock,2014-15,352208,Andhra_Pradesh
Livestock,2015-16,412501,Andhra_Pradesh
Livestock,2016-17,467223,Andhra_Pradesh
Forestry and logging,2011-12,426205,Andhra_Pradesh
Forestry and logging,2012-13,503309,Andhra_Pradesh
Forestry and logging,2013-14,559637,Andhra_Pradesh
Forestry and logging,2014-15,597785,Andhra_Pradesh
Forestry and logging,2015-16,672022,Andhra_Pradesh
Forestry and logging,2016-17,778945,Andhra_Pradesh
Fishing and aquaculture,2011-12,234783,Andhra_Pradesh
Fishing and aquaculture,2012-13,281637,Andhra_Pradesh
Fishing and aquaculture,2013-14,323661,Andhra_Pradesh
Fishing and aquaculture,2014-15,385483,Andhra_Pradesh
Fishing and aquaculture,2015-16,427422,Andhra_Pradesh
Fishing and aquaculture,2016-17,473523,Andhra_Pradesh
Mining and quarrying,2011-12,1970258,Andhra_Pradesh
Mining and quarrying,2012-13,1923021,Andhra_Pradesh
Mining and quarrying,2013-14,2144358,Andhra_Pradesh
Mining and quarrying,2014-15,2451970,Andhra_Pradesh
Mining and quarrying,2015-16,2365874,Andhra_Pradesh
Mining and quarrying,2016-17,2482291,Andhra_Pradesh
Manufacturing,2011-12,2435032,Andhra_Pradesh
Manufacturing,2012-13,2817915,Andhra_Pradesh
Manufacturing,2013-14,3810105,Andhra_Pradesh
Manufacturing,2014-15,4370593,Andhra_Pradesh
Manufacturing,2015-16,4925000,Andhra_Pradesh
Manufacturing,2016-17,5403213,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,709991,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,970686,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,1051772,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,1198438,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,1351026,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2016-17,1461841,Andhra_Pradesh
Construction,2011-12,1901330,Andhra_Pradesh
Construction,2012-13,1920771,Andhra_Pradesh
Construction,2013-14,2260022,Andhra_Pradesh
Construction,2014-15,2669855,Andhra_Pradesh
Construction,2015-16,3016954,Andhra_Pradesh
Construction,2016-17,3391547,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,932617,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,1101271,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,1288982,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,1535571,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,1782734,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2016-17,1979656,Andhra_Pradesh
Trade & repair services,2011-12,847597,Andhra_Pradesh
Trade & repair services,2012-13,1011450,Andhra_Pradesh
Trade & repair services,2013-14,1178419,Andhra_Pradesh
Trade & repair services,2014-15,1414164,Andhra_Pradesh
Trade & repair services,2015-16,1666029,Andhra_Pradesh
Trade & repair services,2016-17,1838297,Andhra_Pradesh
Hotels & restaurants,2011-12,85020,Andhra_Pradesh
Hotels & restaurants,2012-13,89821,Andhra_Pradesh
Hotels & restaurants,2013-14,110563,Andhra_Pradesh
Hotels & restaurants,2014-15,121407,Andhra_Pradesh
Hotels & restaurants,2015-16,116706,Andhra_Pradesh
Hotels & restaurants,2016-17,141359,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,583708,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,683320,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,783315,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,871770,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,1003151,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2016-17,1165466,Andhra_Pradesh
Railways,2011-12,121509,Andhra_Pradesh
Railways,2012-13,140418,Andhra_Pradesh
Railways,2013-14,150098,Andhra_Pradesh
Railways,2014-15,159176,Andhra_Pradesh
Railways,2015-16,173471,Andhra_Pradesh
Railways,2016-17,186151,Andhra_Pradesh
Road transport,2011-12,275736,Andhra_Pradesh
Road transport,2012-13,320533,Andhra_Pradesh
Road transport,2013-14,357128,Andhra_Pradesh
Road transport,2014-15,386628,Andhra_Pradesh
Road transport,2015-16,443855,Andhra_Pradesh
Road transport,2016-17,516676,Andhra_Pradesh
Water transport,2011-12,0,Andhra_Pradesh
Water transport,2012-13,0,Andhra_Pradesh
Water transport,2013-14,0,Andhra_Pradesh
Water transport,2014-15,0,Andhra_Pradesh
Water transport,2015-16,0,Andhra_Pradesh
Water transport,2016-17,0,Andhra_Pradesh
Air transport,2011-12,2217,Andhra_Pradesh
Air transport,2012-13,4215,Andhra_Pradesh
Air transport,2013-14,3337,Andhra_Pradesh
Air transport,2014-15,9507,Andhra_Pradesh
Air transport,2015-16,9842,Andhra_Pradesh
Air transport,2016-17,11038,Andhra_Pradesh
Services incidental to transport,2011-12,3756,Andhra_Pradesh
Services incidental to transport,2012-13,4347,Andhra_Pradesh
Services incidental to transport,2013-14,4818,Andhra_Pradesh
Services incidental to transport,2014-15,5232,Andhra_Pradesh
Services incidental to transport,2015-16,5680,Andhra_Pradesh
Services incidental to transport,2016-17,6084,Andhra_Pradesh
Storage,2011-12,10189,Andhra_Pradesh
Storage,2012-13,11689,Andhra_Pradesh
Storage,2013-14,14026,Andhra_Pradesh
Storage,2014-15,16675,Andhra_Pradesh
Storage,2015-16,19415,Andhra_Pradesh
Storage,2016-17,22675,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,170301,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,202117,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,253906,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,294552,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,350888,Andhra_Pradesh
Communication & services related to broadcasting,2016-17,422842,Andhra_Pradesh
Financial services,2011-12,537699,Andhra_Pradesh
Financial services,2012-13,609344,Andhra_Pradesh
Financial services,2013-14,676094,Andhra_Pradesh
Financial services,2014-15,739057,Andhra_Pradesh
Financial services,2015-16,813950,Andhra_Pradesh
Financial services,2016-17,903006,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,1755211,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,1919629,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,2227586,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,2462166,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,2749303,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2016-17,3034840,Andhra_Pradesh
Public administration,2011-12,549383,Andhra_Pradesh
Public administration,2012-13,611344,Andhra_Pradesh
Public administration,2013-14,781483,Andhra_Pradesh
Public administration,2014-15,867982,Andhra_Pradesh
Public administration,2015-16,1028511,Andhra_Pradesh
Public administration,2016-17,1274761,Andhra_Pradesh
Other services,2011-12,781803,Andhra_Pradesh
Other services,2012-13,875123,Andhra_Pradesh
Other services,2013-14,914758,Andhra_Pradesh
Other services,2014-15,1112232,Andhra_Pradesh
Other services,2015-16,1320891,Andhra_Pradesh
Other services,2016-17,1616648,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,204298,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,228626,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,311711,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,308507,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,366186,Andhra_Pradesh
Crops,2011-12,102417,Andhra_Pradesh
Crops,2012-13,108207,Andhra_Pradesh
Crops,2013-14,126747,Andhra_Pradesh
Crops,2014-15,140421,Andhra_Pradesh
Crops,2015-16,159400,Andhra_Pradesh
Livestock,2011-12,23530,Andhra_Pradesh
Livestock,2012-13,26599,Andhra_Pradesh
Livestock,2013-14,31237,Andhra_Pradesh
Livestock,2014-15,30141,Andhra_Pradesh
Livestock,2015-16,43088,Andhra_Pradesh
Forestry and logging,2011-12,11797,Andhra_Pradesh
Forestry and logging,2012-13,12522,Andhra_Pradesh
Forestry and logging,2013-14,13051,Andhra_Pradesh
Forestry and logging,2014-15,15744,Andhra_Pradesh
Forestry and logging,2015-16,19880,Andhra_Pradesh
Fishing and aquaculture,2011-12,66554,Andhra_Pradesh
Fishing and aquaculture,2012-13,81298,Andhra_Pradesh
Fishing and aquaculture,2013-14,140676,Andhra_Pradesh
Fishing and aquaculture,2014-15,122201,Andhra_Pradesh
Fishing and aquaculture,2015-16,143819,Andhra_Pradesh
Mining and quarrying,2011-12,643618,Andhra_Pradesh
Mining and quarrying,2012-13,208663,Andhra_Pradesh
Mining and quarrying,2013-14,3977,Andhra_Pradesh
Mining and quarrying,2014-15,3622,Andhra_Pradesh
Mining and quarrying,2015-16,3678,Andhra_Pradesh
Manufacturing,2011-12,1629346,Andhra_Pradesh
Manufacturing,2012-13,1453493,Andhra_Pradesh
Manufacturing,2013-14,1091757,Andhra_Pradesh
Manufacturing,2014-15,1177608,Andhra_Pradesh
Manufacturing,2015-16,1285215,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,95883,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,116876,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,157732,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,204110,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,274414,Andhra_Pradesh
Construction,2011-12,135801,Andhra_Pradesh
Construction,2012-13,140399,Andhra_Pradesh
Construction,2013-14,161627,Andhra_Pradesh
Construction,2014-15,165819,Andhra_Pradesh
Construction,2015-16,175281,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,259615,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,259610,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,284357,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,380927,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,470977,Andhra_Pradesh
Trade & repair services,2011-12,231790,Andhra_Pradesh
Trade & repair services,2012-13,229719,Andhra_Pradesh
Trade & repair services,2013-14,251701,Andhra_Pradesh
Trade & repair services,2014-15,343492,Andhra_Pradesh
Trade & repair services,2015-16,427674,Andhra_Pradesh
Hotels & restaurants,2011-12,27825,Andhra_Pradesh
Hotels & restaurants,2012-13,29891,Andhra_Pradesh
Hotels & restaurants,2013-14,32656,Andhra_Pradesh
Hotels & restaurants,2014-15,37434,Andhra_Pradesh
Hotels & restaurants,2015-16,43303,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,155964,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,141372,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,135168,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,189656,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,186023,Andhra_Pradesh
Railways,2011-12,12158,Andhra_Pradesh
Railways,2012-13,13498,Andhra_Pradesh
Railways,2013-14,13559,Andhra_Pradesh
Railways,2014-15,15649,Andhra_Pradesh
Railways,2015-16,18061,Andhra_Pradesh
Road transport,2011-12,34683,Andhra_Pradesh
Road transport,2012-13,38841,Andhra_Pradesh
Road transport,2013-14,42533,Andhra_Pradesh
Road transport,2014-15,46171,Andhra_Pradesh
Road transport,2015-16,48971,Andhra_Pradesh
Water transport,2011-12,42442,Andhra_Pradesh
Water transport,2012-13,22267,Andhra_Pradesh
Water transport,2013-14,12790,Andhra_Pradesh
Water transport,2014-15,17820,Andhra_Pradesh
Water transport,2015-16,20561,Andhra_Pradesh
Air transport,2011-12,9731,Andhra_Pradesh
Air transport,2012-13,18426,Andhra_Pradesh
Air transport,2013-14,15901,Andhra_Pradesh
Air transport,2014-15,46359,Andhra_Pradesh
Air transport,2015-16,15904,Andhra_Pradesh
Services incidental to transport,2011-12,29654,Andhra_Pradesh
Services incidental to transport,2012-13,18371,Andhra_Pradesh
Services incidental to transport,2013-14,12158,Andhra_Pradesh
Services incidental to transport,2014-15,19272,Andhra_Pradesh
Services incidental to transport,2015-16,30779,Andhra_Pradesh
Storage,2011-12,192,Andhra_Pradesh
Storage,2012-13,253,Andhra_Pradesh
Storage,2013-14,306,Andhra_Pradesh
Storage,2014-15,357,Andhra_Pradesh
Storage,2015-16,416,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,27105,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,29716,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,37921,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,44028,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,51330,Andhra_Pradesh
Financial services,2011-12,172930,Andhra_Pradesh
Financial services,2012-13,205807,Andhra_Pradesh
Financial services,2013-14,219431,Andhra_Pradesh
Financial services,2014-15,233618,Andhra_Pradesh
Financial services,2015-16,248722,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,268681,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,311294,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,353295,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,407099,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,471567,Andhra_Pradesh
Public administration,2011-12,250476,Andhra_Pradesh
Public administration,2012-13,279612,Andhra_Pradesh
Public administration,2013-14,319424,Andhra_Pradesh
Public administration,2014-15,346486,Andhra_Pradesh
Public administration,2015-16,376530,Andhra_Pradesh
Other services,2011-12,123955,Andhra_Pradesh
Other services,2012-13,141551,Andhra_Pradesh
Other services,2013-14,163883,Andhra_Pradesh
Other services,2014-15,180431,Andhra_Pradesh
Other services,2015-16,200606,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,10736422,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,9917095,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,13040117,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,13769969,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,14233763,Andhra_Pradesh
Crops,2011-12,7950972,Andhra_Pradesh
Crops,2012-13,6767738,Andhra_Pradesh
Crops,2013-14,9556409,Andhra_Pradesh
Crops,2014-15,9671086,Andhra_Pradesh
Crops,2015-16,9516349,Andhra_Pradesh
Livestock,2011-12,1850549,Andhra_Pradesh
Livestock,2012-13,2011439,Andhra_Pradesh
Livestock,2013-14,2316038,Andhra_Pradesh
Livestock,2014-15,2698910,Andhra_Pradesh
Livestock,2015-16,3164273,Andhra_Pradesh
Forestry and logging,2011-12,611318,Andhra_Pradesh
Forestry and logging,2012-13,770303,Andhra_Pradesh
Forestry and logging,2013-14,715171,Andhra_Pradesh
Forestry and logging,2014-15,761616,Andhra_Pradesh
Forestry and logging,2015-16,858369,Andhra_Pradesh
Fishing and aquaculture,2011-12,323584,Andhra_Pradesh
Fishing and aquaculture,2012-13,367616,Andhra_Pradesh
Fishing and aquaculture,2013-14,452499,Andhra_Pradesh
Fishing and aquaculture,2014-15,638357,Andhra_Pradesh
Fishing and aquaculture,2015-16,694772,Andhra_Pradesh
Mining and quarrying,2011-12,1850611,Andhra_Pradesh
Mining and quarrying,2012-13,2315728,Andhra_Pradesh
Mining and quarrying,2013-14,2026283,Andhra_Pradesh
Mining and quarrying,2014-15,2117218,Andhra_Pradesh
Mining and quarrying,2015-16,2276009,Andhra_Pradesh
Manufacturing,2011-12,15681931,Andhra_Pradesh
Manufacturing,2012-13,20692579,Andhra_Pradesh
Manufacturing,2013-14,21997752,Andhra_Pradesh
Manufacturing,2014-15,24087538,Andhra_Pradesh
Manufacturing,2015-16,26640817,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,2190546,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,2679262,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,2890694,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,3409983,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,3812361,Andhra_Pradesh
Construction,2011-12,4469267,Andhra_Pradesh
